"","PU_1Km_ID","raw_score","UpperOceanSR","PU_4Km_ID","depth","max_depth","dive_samps","hook_samps","mid_samps","deep_samps","normalized_score","coral_rank","coral_hotspot"
"421",53195,1.06925305387368e-05,"(11) Mainland Fjords",11630,25,30,2,0,0,0,9.74778344912499e-06,5,0
"422",53222,9.37128470589883e-06,"(11) Mainland Fjords",11648,26.5,30,2,0,0,0,8.54327734882397e-06,4,0
"423",53433,1.49400619876955e-05,"(13) Eastern Queen Charlotte Sound",11619,24,24,1,0,0,0,1.36200208589504e-05,9,1
"424",53689,3.9786469871638e-07,"(13) Eastern Queen Charlotte Sound",11616,54.5460395135,62.35284553,0,0,9,0,3.62711044975589e-07,1,0
"425",53727,5.49013546907261e-08,"(11) Mainland Fjords",11629,31.26666667,31.26666667,0,0,1,0,5.00505015767786e-08,1,0
"426",53954,5.77310076073262e-06,"(13) Eastern Queen Charlotte Sound",11774,26.5833333333333,30,4,0,0,0,5.26301382462532e-06,3,0
"427",54229,1.91819567227779e-05,"(13) Eastern Queen Charlotte Sound",11779,20,20,1,0,0,0,1.74871195912633e-05,9,1
"428",54264,1.40239365625063e-05,"(11) Mainland Fjords",11806,25,25,1,0,0,0,1.27848404285902e-05,8,0
"429",54511,1.45045266217658e-05,"(11) Mainland Fjords",11788,24.75,27,2,0,0,0,1.32229675686991e-05,8,0
"430",54513,0.000330080289010639,"(11) Mainland Fjords",11789,394.713693604,437.8952156,0,0,0,10,0.000300915781015895,10,1
"431",54718,1.31595478451009e-05,"(10 Aristazabal Banks Upwelling",11771,26,26,1,0,0,0,1.1996825467809e-05,7,0
"432",54720,3.80582569852981e-07,"(10 Aristazabal Banks Upwelling",11771,51.194275750119,67.31666667,0,0,6,0,3.46955892433356e-07,1,0
"433",54767,0.000216816960683038,"(11) Mainland Fjords",11789,170.235302305667,280.411712,2,0,0,12,0.000197659924671618,10,1
"434",54964,8.88326859764637e-06,"(10 Aristazabal Banks Upwelling",11926,27,29,2,0,0,0,8.09838029422161e-06,4,0
"435",54975,4.08981547996532e-07,"(10 Aristazabal Banks Upwelling",11929,55.814671675478,71.448,0,0,17,0,3.72845656144283e-07,1,0
"436",55000,9.37128470589883e-06,"(13) Eastern Queen Charlotte Sound",11937,26.5,30,2,0,0,0,8.54327734882397e-06,4,0
"437",55003,1.01666186182427e-05,"(13) Eastern Queen Charlotte Sound",11938,30,30,1,0,0,0,9.26833889708767e-06,5,0
"438",55005,1.04369962481154e-05,"(13) Eastern Queen Charlotte Sound",11938,25.5,31,2,0,0,0,9.51482709517498e-06,5,0
"439",55006,1.01666186182427e-05,"(13) Eastern Queen Charlotte Sound",11939,30,30,1,0,0,0,9.26833889708767e-06,5,0
"440",55241,1.04369962481154e-05,"(10 Aristazabal Banks Upwelling",11932,25.5,31,2,0,0,0,9.51482709517498e-06,5,0
"441",55261,1.5197762930642e-05,"(13) Eastern Queen Charlotte Sound",11939,23.25,25,2,0,0,0,1.3854952428926e-05,9,1
"442",55266,1.40239365625063e-05,"(11) Mainland Fjords",11943,25,25,1,0,0,0,1.27848404285902e-05,8,0
"443",55512,1.48615856260473e-06,"(13) Eastern Queen Charlotte Sound",11938,126.5410528,147.6271605,0,0,2,0,1.35484783390155e-06,3,0
"444",55513,9.75652015893555e-07,"(13) Eastern Queen Charlotte Sound",11938,106.98758703,124.6409836,0,0,10,0,8.89447501522513e-07,2,0
"445",55514,1.78287331759894e-05,"(13) Eastern Queen Charlotte Sound",11938,30.9074790366667,44.52325581,1,0,1,0,1.62534611935096e-05,9,1
"446",55733,1.59108084888256e-05,"(10 Aristazabal Banks Upwelling",11926,23,23,1,0,0,0,1.45049962763907e-05,9,1
"447",55766,3.55555344923874e-07,"(13) Eastern Queen Charlotte Sound",11937,41.1024030633334,48.53655914,0,0,1,0,3.24139967984259e-07,1,0
"448",55767,2.37955053346292e-06,"(13) Eastern Queen Charlotte Sound",11937,173.954386,173.954386,0,0,1,0,2.16930344247459e-06,3,0
"449",55768,1.65759397851823e-06,"(13) Eastern Queen Charlotte Sound",11938,155.0923012,172.6322368,0,0,8,0,1.51113593649629e-06,3,0
"450",55783,1.36155460175469e-05,"(11) Mainland Fjords",11947,27,30,2,0,0,0,1.24125335569369e-05,7,0
"451",56001,8.43411428556472e-06,"(10 Aristazabal Banks Upwelling",12088,28.5,34,2,0,0,0,7.68891137070056e-06,4,0
"452",56017,2.25457749144355e-06,"(13) Eastern Queen Charlotte Sound",12095,183.790539125,191.115625,0,0,4,0,2.05537249355937e-06,3,0
"453",56251,1.09814944544663e-05,"(10 Aristazabal Banks Upwelling",12088,24,26,2,0,0,0,1.00112157269135e-05,5,0
"454",56292,1.49400619876955e-05,"(11) Mainland Fjords",12124,24,24,1,0,0,0,1.36200208589504e-05,9,1
"455",56494,8.615845258985e-06,"(10 Aristazabal Banks Upwelling",12088,27.5833333333333,30,3,0,0,0,7.85458535858227e-06,4,0
"456",56503,1.42594975472071e-05,"(13) Eastern Queen Charlotte Sound",12093,24.25,26,2,0,0,0,1.29995882340426e-05,8,0
"457",56514,1.40947962940633e-05,"(13) Eastern Queen Charlotte Sound",12096,20.8333333333333,22,3,0,0,0,1.28494392918788e-05,8,0
"458",56757,1.45045266217658e-05,"(13) Eastern Queen Charlotte Sound",12093,24.75,27,2,0,0,0,1.32229675686991e-05,8,0
"459",56767,1.77011791036098e-05,"(13) Eastern Queen Charlotte Sound",12096,18,18,2,0,0,0,1.61371772632364e-05,9,1
"460",57023,1.40239365625063e-05,"(13) Eastern Queen Charlotte Sound",12251,25,25,1,0,0,0,1.27848404285902e-05,8,0
"461",57033,1.04369962481154e-05,"(13) Eastern Queen Charlotte Sound",12254,25.5,31,2,0,0,0,9.51482709517498e-06,5,0
"462",57290,9.37128470589883e-06,"(13) Eastern Queen Charlotte Sound",12253,26.5,30,2,0,0,0,8.54327734882397e-06,4,0
"463",57507,6.26675933596629e-07,"(10 Aristazabal Banks Upwelling",12242,72.154941935,75.59298246,0,0,2,0,5.71305480152488e-07,2,0
"464",57551,1.07874197414527e-05,"(11) Mainland Fjords",12258,24.5,28,2,0,0,0,9.834288640425e-06,5,0
"465",57766,9.98702919539394e-06,"(10 Aristazabal Banks Upwelling",12242,34.2092521275397,61.32972973,2,0,7,0,9.10461724136351e-06,4,0
"466",57813,6.04565761593303e-07,"(11) Mainland Fjords",12258,69.57073171,69.57073171,0,0,1,0,5.51148870084317e-07,2,0
"467",57832,1.31595478451009e-05,"(11) Mainland Fjords",12284,26,26,1,0,0,0,1.1996825467809e-05,7,0
"468",58030,5.50094462321702e-08,"(10 Aristazabal Banks Upwelling",12400,31.48769231,31.48769231,0,0,1,0,5.01490426036069e-08,1,0
"469",58031,1.49976761878821e-05,"(10 Aristazabal Banks Upwelling",12400,22.75,24,2,0,0,0,1.3672544510389e-05,9,1
"470",58058,1.15751633258451e-05,"(13) Eastern Queen Charlotte Sound",12410,28,28,1,0,0,0,1.05524305102355e-05,6,0
"471",58060,7.97309963156305e-06,"(13) Eastern Queen Charlotte Sound",12411,34.3111111111111,45.1,3,0,2,0,7.26863003525791e-06,3,0
"472",58061,2.09375976947472e-05,"(13) Eastern Queen Charlotte Sound",12411,18,18,1,0,0,0,1.90876395006683e-05,9,1
"473",58071,1.48403520613028e-05,"(11) Mainland Fjords",12415,24,26,2,0,0,0,1.35291208828706e-05,8,0
"474",58319,3.52310181126263e-07,"(13) Eastern Queen Charlotte Sound",12411,43.827225246875,55.66969697,0,0,4,0,3.21181533230068e-07,1,0
"475",58320,1.14203220887165e-05,"(13) Eastern Queen Charlotte Sound",12411,23.5,26,2,0,0,0,1.04112703944841e-05,6,0
"476",58338,0.00654782173491938,"(11) Mainland Fjords",12417,405.887532815,426.604487,0,0,0,4,0.00596928370737282,10,1
"477",58339,0.501200186281755,"(11) Mainland Fjords",12417,331.081924123334,345.8324091,0,0,0,2,0.456916242870308,10,1
"478",58574,1.46172011382022e-05,"(11) Mainland Fjords",12409,23.5,25,2,0,0,0,1.33256866380978e-05,8,0
"479",58580,2.83115563562462e-06,"(13) Eastern Queen Charlotte Sound",12411,30.7727297372222,39.75882353,5,0,1,0,2.58100661455758e-06,3,0
"480",58596,0.000367336206774541,"(11) Mainland Fjords",12417,441.62411156,457.5016208,0,0,0,15,0.0003348799223616,10,1
"481",58601,5.6353367426902e-07,"(11) Mainland Fjords",12419,60.4596275508928,90.49691964,0,0,4,0,5.13742205660616e-07,2,0
"482",58602,8.43865922369986e-07,"(11) Mainland Fjords",12419,91.317460312,93.24716513,0,0,5,0,7.69305473719088e-07,2,0
"483",58833,1.69392132365874e-05,"(11) Mainland Fjords",12409,22,22,1,0,0,0,1.54425354999559e-05,9,1
"484",58838,4.77395753494826e-08,"(13) Eastern Queen Charlotte Sound",12411,23.2122778966667,25.04565217,0,0,9,0,4.35215069785452e-08,1,0
"485",58839,3.49477365827118e-07,"(13) Eastern Queen Charlotte Sound",12411,40.3618421625,51.18579545,0,0,2,0,3.18599013592888e-07,1,0
"486",58842,1.59821712752595e-05,"(11) Mainland Fjords",12412,21.75,23,2,0,0,0,1.45700537467402e-05,9,1
"487",58851,1.06925305387368e-05,"(11) Mainland Fjords",12416,25,30,2,0,0,0,9.74778344912499e-06,5,0
"488",58856,0.152602348827465,"(11) Mainland Fjords",12417,426.786026834231,439.4631494,0,0,0,73,0.139119046217257,10,1
"489",58861,4.91885575694321e-07,"(11) Mainland Fjords",12419,61.8907283525,69.60176934,0,0,4,0,4.48424632152873e-07,2,0
"490",58862,1.98676849735795e-05,"(11) Mainland Fjords",12419,51.3653638505,100.3556757,1,0,8,0,1.81122597738932e-05,9,1
"491",58863,5.62847488371759e-07,"(11) Mainland Fjords",12419,64.74186442,83.49006401,0,0,3,0,5.13116648267246e-07,2,0
"492",59102,1.38931682631924e-05,"(11) Mainland Fjords",12566,26.25,29,2,0,0,0,1.26656262669748e-05,8,0
"493",59121,1.04369962481154e-05,"(11) Mainland Fjords",12574,25.5,31,2,0,0,0,9.51482709517498e-06,5,0
"494",59619,1.94962371960082e-05,"(11) Mainland Fjords",12566,19,19,1,0,0,0,1.77736315618618e-05,9,1
"495",59626,9.06312374256129e-06,"(11) Mainland Fjords",12570,27.5,33,2,0,0,0,8.2623441939262e-06,4,0
"496",59871,1.15751633258451e-05,"(11) Mainland Fjords",12565,28,28,1,0,0,0,1.05524305102355e-05,6,0
"497",60138,3.76264127148457e-07,"(11) Mainland Fjords",12734,48.88757028575,72.62124126,0,0,8,0,3.43019009188679e-07,1,0
"498",60411,1.06925305387368e-05,"(11) Mainland Fjords",12742,25,30,2,0,0,0,9.74778344912499e-06,5,0
"499",60415,1.41891561344771e-05,"(11) Mainland Fjords",12743,25.5,28,2,0,0,0,1.29354618931063e-05,8,0
"500",60668,0.000171699356736614,"(11) Mainland Fjords",12741,198.234157257527,374.4818179,2,0,0,14,0.000156528722715277,10,1
"501",60673,9.52250009961217e-06,"(11) Mainland Fjords",12743,31,31,1,0,0,0,8.68113198545576e-06,4,0
"502",60678,1.01666186182427e-05,"(11) Mainland Fjords",12759,30,30,1,0,0,0,9.26833889708767e-06,5,0
"503",60914,0.0065842621956911,"(11) Mainland Fjords",12739,358.757393656267,426.1415882,0,0,0,3,0.00600250444208125,10,1
"504",60915,0.175957216769662,"(11) Mainland Fjords",12739,335.138885930707,417.1987297,0,0,0,2,0.160410376118883,10,1
"505",60923,9.78646735368883e-06,"(11) Mainland Fjords",12741,26,30,2,0,0,0,8.92177620162868e-06,4,0
"506",61161,0.00212900016810976,"(11) Mainland Fjords",12897,66.6678196205644,207.8217523,2,0,8,9,0.00194089065508868,10,1
"507",61912,0.000237737508873088,"(11) Mainland Fjords",12895,258.7205840725,269.7604305,0,0,0,11,0.000216732021090216,10,1
"508",62120,1.08500983393347e-05,"(10 Aristazabal Banks Upwelling",13034,29,29,1,0,0,0,9.89142922064917e-06,5,0
"509",62144,1.24410122702259e-08,"(11) Mainland Fjords",13050,529.867212102308,551.5662586,0,0,0,12,1.13417766784696e-08,1,0
"510",62395,1.09691917085998,"(11) Mainland Fjords",13050,102.919552484031,121.7032687,0,0,0,23,1,10,1
"511",62617,2.09375976947472e-05,"(10 Aristazabal Banks Upwelling",13035,18,18,1,0,0,0,1.90876395006683e-05,9,1
"512",62641,1.36155460175469e-05,"(11) Mainland Fjords",13050,27,30,2,0,0,0,1.24125335569369e-05,7,0
"513",62898,0.0371607602740596,"(11) Mainland Fjords",13054,172.731318815873,207.1087045,0,0,0,30,0.0338773915720023,10,1
"514",62901,2.33762491106492e-06,"(11) Mainland Fjords",13055,177.65597825,186.8369565,0,0,2,0,2.13108219198342e-06,3,0
"515",63146,0.000115703701453755,"(11) Mainland Fjords",13212,75.52718806375,82.86022165,0,0,0,8,0.000105480608350608,10,1
"516",63148,0.0979048042332835,"(11) Mainland Fjords",13212,153.007413766667,157.8731092,0,0,0,6,0.0892543469328981,10,1
"517",63150,6.17411377636144e-07,"(11) Mainland Fjords",13213,83.6211494135,95.5,0,0,20,0,5.62859501445395e-07,2,0
"518",63151,1.02019932008287e-05,"(11) Mainland Fjords",13213,41.08477347,61.06521739,2,0,3,0,9.30058793013012e-06,5,0
"519",63374,1.23441569225863e-05,"(11) Mainland Fjords",13193,27,27,1,0,0,0,1.12534790625535e-05,6,0
"520",63401,7.93550505650936e-06,"(11) Mainland Fjords",13213,70.47061335,120.3085366,2,0,3,0,7.23435715895818e-06,3,0
"521",63629,1.38931682631924e-05,"(11) Mainland Fjords",13194,26.25,29,2,0,0,0,1.26656262669748e-05,8,0
"522",63652,0.0106001317753894,"(11) Mainland Fjords",13207,82.1824878572078,114.6,0,0,7,0,0.00966354865243076,10,1
"523",63901,1.36155460175469e-05,"(11) Mainland Fjords",13206,27,30,2,0,0,0,1.24125335569369e-05,8,0
"524",64416,1.45045266217658e-05,"(11) Mainland Fjords",13361,24.75,27,2,0,0,0,1.32229675686991e-05,8,0
"525",64935,1.45045266217658e-05,"(11) Mainland Fjords",13361,24.75,27,2,0,0,0,1.32229675686991e-05,8,0
"526",70113,8.39283044901424e-06,"(11) Mainland Fjords",14312,29.5,36,2,0,0,0,7.65127520055493e-06,4,0
"527",70363,8.85050186237268e-06,"(11) Mainland Fjords",14314,28,34,2,0,0,0,8.06850869005592e-06,4,0
