"","PUID","normalized_score_sponges","normalized_score_rockfish","normalized_score_corals","rank_sponges","rank_rockfish","rank_corals","group_score","normalized_score_sponges.1","normalized_score_rockfish.1","normalized_score_corals.1","even_score","PUID_4km","UpperOceanSR","max_depth","rf_hotspot","cor_hotspot","sponge_hotspot","rf_cor","rf_sp","cor_sp","rf_cor_sp","puid_rank","all_hotspots"
"11",22157,0.000110272756493551,0.120098168761733,8.03302420271006e-09,4,5,4,0.120208449551251,0.000917346134196135,0.999082587040017,6.68257866455984e-08,0.000881613394722549,6423,"(13) Eastern Queen Charlotte Sound",30,0,0,0,0,0,0,0,3,0
"12",22158,0.000229555504303784,0.0638110156224437,7.95715747337765e-09,4,3,4,0.064040579083905,0.00358453198874145,0.996415343759455,1.2425180389066e-07,0.00152193432334409,6423,"(13) Eastern Queen Charlotte Sound",31,0,0,0,0,0,0,0,4,0
"13",22163,0.161353495365726,0.423398076641717,6.61521745743795e-09,7,9,1,0.58475157862266,0.275935117175369,0.724064871511763,1.13128680610313e-08,0.344461544261142,6425,"(11) Mainland Fjords",32,1,0,0,0,0,0,0,9,1
"14",22167,0.52649338252076,0.222924144371575,7.53488090128575e-09,10,8,2,0.749417534427216,0.702536781346011,0.297463208599672,1.00543162591528e-08,0.456170249964672,6426,"(11) Mainland Fjords",33,0,0,1,0,0,0,0,10,1
"15",22374,0.00014637948286117,0.272720754894504,7.03180935659811e-09,4,8,2,0.272867141409175,0.00053644965130363,0.999463524578612,2.57700847389816e-08,0.00124878635115632,6423,"(13) Eastern Queen Charlotte Sound",31,0,0,0,0,0,0,0,4,0
"16",23031,0.00011029404488108,0.0983254225628883,7.78633921400606e-09,4,5,3,0.0984357243941086,0.00112046765094646,0.998879453248308,7.9100745810858e-08,0.000859706083891134,6581,"(13) Eastern Queen Charlotte Sound",30,0,0,0,0,0,0,0,3,0
"17",23420,0.0614270272509538,0.419928057222767,2.13217394091478e-06,6,9,8,0.481357216647662,0.127612145671676,0.872383424823858,4.42950446606779e-06,0.183820974191739,6736,"(13) Eastern Queen Charlotte Sound",84,1,0,0,0,0,0,0,7,0
"18",23432,9.22972367626436e-06,0.0934438582080229,7.95497203939595e-09,2,4,3,0.0934530958866712,9.87631665777779e-05,0.999901151710806,8.51226164732177e-08,9.44904871776602e-05,6739,"(11) Mainland Fjords",26,0,0,0,0,0,0,0,2,0
"19",23434,2.15569645064316e-06,0.050744426853548,8.29843635062047e-09,1,3,4,0.050746590848435,4.24796309387873e-05,0.999957356842089,1.63526972194161e-07,2.39939103601655e-05,6740,"(11) Mainland Fjords",26,0,0,0,0,0,0,0,1,0
"20",23435,0.000110255537952577,0.0671105023608185,6.43347700248901e-09,3,3,1,0.0672207643322481,0.00164020059944013,0.998359703693868,9.57066922162718e-08,0.000817337257293241,6740,"(11) Mainland Fjords",41,0,0,0,0,0,0,0,3,0
"21",23845,0.329730761624209,0.0462983484590781,8.03302420271006e-09,9,2,4,0.376029118116311,0.876875608133672,0.123124370503556,2.13627716995718e-08,0.140298193303546,6741,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,7,0
"22",24038,0.430408393041652,0.0395869092883691,0.033047659777376,10,2,10,0.503042962107397,0.855609610834317,0.0786948874555917,0.0656955017100915,0.257734962306573,6737,"(13) Eastern Queen Charlotte Sound",76.425,0,1,1,0,0,1,0,8,0
"23",24056,0.564395849148799,0.0784549192587947,7.51174327974864e-09,10,4,2,0.642850775919337,0.877957794080065,0.122042194234886,1.16850497209187e-08,0.238481240809247,6742,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,8,0
"24",24058,4.2960053467739e-06,0.116722139285788,8.29843635062047e-09,2,5,4,0.116726443589571,3.68040455501184e-05,0.999963124861422,7.1093028241305e-08,4.83026076362987e-05,6742,"(11) Mainland Fjords",25,0,0,0,0,0,0,0,1,0
"25",24256,0.0118672885508637,0.170828061069634,0.00411854153891359,5,7,10,0.186813891159411,0.0635246580284394,0.914429114502324,0.0220462274692366,0.0637022548067512,6895,"(13) Eastern Queen Charlotte Sound",80,0,1,0,0,0,0,0,5,0
"26",24272,0.0158501043072007,0.173004328947879,3.98051247483951e-08,5,7,7,0.188854473060204,0.083927608652128,0.916072180576456,2.10771416230664e-07,0.0544395905444689,6899,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,5,0
"27",24275,0.330207004970938,0.12745745150104,6.43347700248901e-09,9,5,1,0.457664462905455,0.721504577555878,0.278495408386931,1.4057191510231e-08,0.270720855315244,6900,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,9,1
"28",24276,2.15569645064316e-06,0.0162009597723923,8.29843635062047e-09,1,1,4,0.0162031237672793,0.000133042028290643,0.999866445821307,5.12150401972389e-07,2.15233080189631e-05,6900,"(11) Mainland Fjords",25,0,0,0,0,0,0,0,1,0
"29",24468,3.62297640537607e-08,0.0142444944429207,1.00924733386488e-08,1,1,6,0.0142445407651581,2.54341397529488e-06,0.999996748070846,7.08515178203205e-07,6.55944476729941e-07,6896,"(13) Eastern Queen Charlotte Sound",19,0,0,0,0,0,0,0,1,0
"30",24481,0.280172966448366,0.287111074490606,7.53488090128575e-09,9,8,2,0.567284048473853,0.493884795812797,0.506115190904825,1.32823775347758e-08,0.393169048787572,6899,"(11) Mainland Fjords",33,0,0,1,0,0,0,0,10,1
"31",24482,1.26295961098791e-07,0.00813209078696451,9.52139581597982e-09,1,1,6,0.00813222660432143,1.55303051973094e-05,0.999983298872065,1.17082273763992e-06,1.66429704875024e-06,6899,"(11) Mainland Fjords",21,0,0,0,0,0,0,0,1,0
"32",24484,2.04625647403474e-06,0.0233101199065278,8.62691286775808e-09,1,1,5,0.0233121747899147,8.77763011162729e-05,0.999911853638478,3.70060406011122e-07,2.12960606961137e-05,6900,"(11) Mainland Fjords",24,0,0,0,0,0,0,0,1,0
"33",24486,0.618104283017233,0.0942750927959186,7.78633921400606e-09,10,4,3,0.712379383599491,0.867661666307765,0.132338322762189,1.09300456937194e-08,0.27840350594987,6900,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,9,1
"34",24678,5.51731136033365e-05,0.136765697441514,8.15635047014586e-09,3,6,4,0.136820878711468,0.000403250688951409,0.999596689697702,5.96133466394864e-08,0.00048653623983414,6896,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,3,0
"35",24691,1.01251572995702e-05,0.0146879780162947,7.59662865159365e-09,2,1,3,0.0146981107702229,0.000688874744370744,0.999310608411746,5.16843883567931e-07,8.39549381627965e-05,6899,"(11) Mainland Fjords",27,0,0,0,0,0,0,0,2,0
"36",24694,0.252790589510568,0.247728058352772,8.15767241018997e-09,8,8,4,0.500518656021012,0.505057277025765,0.494942706675797,1.62984382541127e-08,0.346907640926055,6900,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,9,1
"37",24887,0.000229555504303784,0.145515291864283,7.95715747337765e-09,4,6,4,0.145744855325744,0.00157505047976287,0.998424894923748,5.45964895679725e-08,0.00171094473435851,6895,"(13) Eastern Queen Charlotte Sound",31,0,0,0,0,0,0,0,4,0
"38",24891,0.175770904637986,0.136147137455329,8.15767241018997e-09,8,6,4,0.311918050250987,0.563516296977846,0.436483676868899,2.6153255329808e-08,0.213681693470836,6896,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,8,0
"39",25100,3.13535035145432e-07,0.169472969414587,9.1851072140746e-09,1,7,6,0.169473292134729,1.85005572970268e-06,0.999998095746307,5.41979629850616e-08,4.61514728916351e-06,7051,"(13) Eastern Queen Charlotte Sound",22,0,0,0,0,0,0,0,1,0
"40",25122,0.179177460934643,0.287722441619138,9.61455331433338e-07,8,9,8,0.466900864009112,0.38375911193676,0.616238828835242,2.05922799794728e-06,0.310910436713327,7057,"(11) Mainland Fjords",84.32284159,1,0,0,0,0,0,0,9,1
"41",25123,0.177653477961127,0.188620973763645,1.18928340907682e-06,8,7,8,0.366275641008181,0.485026734161552,0.514970018875571,3.24696287692868e-06,0.253734096216128,7057,"(11) Mainland Fjords",99.28542,0,0,0,0,0,0,0,8,0
"42",25124,0.00924496281478156,0.103585983746704,3.95851402534506e-08,5,5,7,0.112830986146626,0.0819363822874647,0.918063266876815,3.5083571991482e-07,0.0319852080507469,7058,"(11) Mainland Fjords",31.45735294,0,0,0,0,0,0,0,5,0
"43",25319,0.00011029404488108,0.0900029031084152,7.78633921400606e-09,4,4,3,0.0901132049396355,0.0012239498634519,0.998775963730352,8.6406195620519e-08,0.000849956630375846,7052,"(13) Eastern Queen Charlotte Sound",30,0,0,0,0,0,0,0,3,0
"44",25335,0.55839617726687,0.101228307649396,1.65634150217295e-06,10,5,8,0.659626141257768,0.846534335649776,0.153463153319508,2.51103071660358e-06,0.282784372304838,7057,"(11) Mainland Fjords",113,0,0,1,0,0,0,0,9,1
"45",25336,0.000110261570584071,0.0339192698999112,8.15767241018997e-09,3,2,4,0.0340295396281677,0.00324017226764957,0.996759588009084,2.39723266883032e-07,0.000742248751305454,7057,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,3,0
"46",25341,1.01251572995702e-05,0.0347047680688814,7.59662865159365e-09,2,2,3,0.0347149008228096,0.00029166602984841,0.999708115141105,2.18829046649681e-07,9.26655485786602e-05,7058,"(11) Mainland Fjords",27,0,0,0,0,0,0,0,2,0
"47",25347,0.000110261570584071,0.103292937569567,8.15767241018997e-09,3,5,4,0.103403207297823,0.00106632640771474,0.998933594700415,7.88918702172759e-08,0.000864923337318769,7060,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,3,0
"48",25536,0.000440846760834523,0.400920286937584,7.36374651829686e-09,4,9,2,0.401361141062165,0.0010983792792393,0.998901602373826,1.83469343813638e-08,0.00344463746587634,7054,"(11) Mainland Fjords",32,1,0,0,0,0,0,0,4,0
"49",25544,0.321084407246932,0.050997625936688,3.04312048621871e-07,9,3,7,0.372082337495669,0.862939126345038,0.137060055792844,8.17862118019546e-07,0.148685102265466,7056,"(11) Mainland Fjords",58.71915,0,0,1,0,0,0,0,7,0
"50",25549,0.0109868739995617,0.041973983240551,6.84973732701256e-07,5,2,8,0.0529615422138454,0.207450039033974,0.792537027548605,1.29334174208052e-05,0.0270482014813889,7057,"(11) Mainland Fjords",59.5,0,0,0,0,0,0,0,5,0
"51",25558,2.1479651824127e-06,0.0906117328477456,8.29843635062047e-09,1,4,4,0.0906138891113644,2.37045910232686e-05,0.999976203828796,9.1580180831017e-08,2.51662122612992e-05,7060,"(11) Mainland Fjords",25,0,0,0,0,0,0,0,1,0
"52",25743,0.175926749168828,0.174960708699994,6.43347700248901e-09,8,7,1,0.350887464302299,0.501376558204035,0.498623423461092,1.83348727355686e-08,0.243215443336529,7054,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,8,0
"53",25751,0.543334188410318,0.0941730025441247,4.90034102953411e-07,10,4,7,0.637507680988546,0.852278654223902,0.147720577104414,7.68671684384326e-07,0.266953921968973,7056,"(11) Mainland Fjords",63.35862069,0,0,1,0,0,0,0,9,1
"54",25756,0.0361296528692667,0.0492675385227605,9.23000970015641e-07,6,3,8,0.0853981143929972,0.42307319226043,0.57691599952704,1.080821252994e-05,0.0581896799042017,7057,"(11) Mainland Fjords",63.59043,0,0,0,0,0,0,0,5,0
"55",25765,0.336552020416409,0.0164915087152305,9.2081727614181e-09,9,1,6,0.353043538339812,0.953287580333704,0.0467123935840374,2.60822583093279e-08,0.0666261476174928,7060,"(11) Mainland Fjords",24,0,0,1,0,0,0,0,5,0
"56",25956,0.184428854342068,0.261356929629094,1.54949244196098e-06,8,8,8,0.445787333463604,0.413714882630521,0.586281641513783,3.47585569540972e-06,0.302345204959965,7214,"(11) Mainland Fjords",94,0,0,0,0,0,0,0,9,1
"57",25962,0.124253042149837,0.0883509968705508,7.99750128025646e-09,7,4,4,0.212604047017889,0.584434040144974,0.415565922238144,3.76168816748043e-08,0.144320105282553,7215,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,7,0
"58",25967,0.305748042848283,0.0881469993074227,8.15767241018997e-09,9,4,4,0.393895050313378,0.776217021780379,0.223782957509352,2.07102688995453e-08,0.20941618527544,7217,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,8,0
"59",26164,0.0272886464084553,0.120990542198975,6.09830338470963e-07,6,5,8,0.148279798437769,0.184034822652581,0.815961064647342,4.11270007712414e-06,0.0708052539730273,7216,"(11) Mainland Fjords",54.7,0,0,0,0,0,0,0,6,0
"60",26359,0.145082918416413,0.134316876278322,7.59662865159365e-09,7,6,3,0.279399802291364,0.519266360343082,0.48073361246782,2.71890981643277e-08,0.193457845915953,7214,"(11) Mainland Fjords",27,0,0,0,0,0,0,0,8,0
"61",26374,0.290436829679449,0.105449179688394,7.59662865159365e-09,9,5,3,0.395886016964472,0.733637504821278,0.266362475989793,1.91889289494036e-08,0.229458532059934,7218,"(11) Mainland Fjords",27,0,0,1,0,0,0,0,8,0
"62",26549,0.29205675536979,0.0111605073562484,8.88745489317106e-09,9,1,6,0.303217271613493,0.963193006175686,0.0368069645137977,2.93105166664113e-08,0.0478054669082066,7208,"(13) Eastern Queen Charlotte Sound",26,0,0,1,0,0,0,0,5,0
"63",26563,0.00011029404488108,0.00605821075846171,7.78633921400606e-09,4,1,3,0.006168512589682,0.017880168562121,0.982118569166124,1.26227175527374e-06,0.00055324567559287,7214,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,3,0
"64",26574,0.0265257731199931,0.010939378522386,9.63908505925101e-06,6,1,9,0.0374747907274384,0.707829786506891,0.29191299831266,0.000257215180449119,0.0227153479024173,7217,"(11) Mainland Fjords",185.7,0,0,0,0,0,0,0,4,0
"65",26575,0.0340304956689154,0.0738870965594672,2.56712845806014e-06,6,4,9,0.107920159356841,0.315330294837619,0.684645917869318,2.37872930633087e-05,0.0672954881002781,7217,"(11) Mainland Fjords",132.2,0,0,0,0,0,0,0,6,0
"66",26769,0.416383207380755,0.188070270632969,3.88672488631464e-06,10,7,9,0.60445736473861,0.688854552315389,0.31113901757868,6.43010593145044e-06,0.374817898441126,7372,"(11) Mainland Fjords",123.0333333,0,0,1,0,0,0,0,10,1
"67",26774,0.000771074184129031,0.0610256485945107,7.00838611738363e-09,4,3,1,0.0617967297870258,0.0124775888107095,0.987522297778983,1.13410307334014e-07,0.00414661378531564,7374,"(11) Mainland Fjords",33,0,0,0,0,0,0,0,4,0
"68",26776,0.252790589510568,0.0819836490007972,8.15767241018997e-09,8,4,4,0.334774246669038,0.755107634550158,0.24489234108216,2.43676820763777e-08,0.186353545468716,7374,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,8,0
"69",26780,0.0475185698555752,0.294972690858455,8.90376759007212e-07,6,9,8,0.342492151090789,0.138743529462603,0.861253870837649,2.59969974836354e-06,0.137925595683915,7375,"(11) Mainland Fjords",117.75,1,0,0,0,0,0,0,7,0
"70",26977,0.436485777808527,0.142560928515501,4.10301943963057e-06,10,6,9,0.579050809343468,0.753795298729343,0.246197615503098,7.08576755860614e-06,0.323230918015467,7372,"(11) Mainland Fjords",114.375,0,0,1,0,0,0,0,9,1
"71",26978,0.341508579641898,0.138170636624974,3.32391970777296e-06,9,6,9,0.47968254018658,0.711947071304832,0.288045999279504,6.92941566411834e-06,0.288039633658918,7373,"(11) Mainland Fjords",101.2667,0,0,1,0,0,0,0,9,1
"72",26981,2.04625647403474e-06,0.0279428863445206,8.62691286775808e-09,1,1,5,0.0279449412279075,7.32245760456717e-05,0.999926466712879,3.08711075732832e-07,2.1668544782608e-05,7373,"(11) Mainland Fjords",24,0,0,0,0,0,0,0,1,0
"73",27174,0.228717479609358,0.0826664030911329,8.15767241018997e-09,8,4,4,0.311383890858163,0.734519306631504,0.265480667170377,2.61981195870721e-08,0.18020168420758,7370,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,7,0
"74",27192,0.12595294761977,0.192571808434264,2.33900600863461e-08,7,7,6,0.318524779444094,0.395425900112354,0.60457402645518,7.34324661559068e-08,0.213766638678708,7376,"(11) Mainland Fjords",31,0,0,0,0,0,0,0,8,0
"75",27385,0.00690160999086093,0.261639766046194,3.99144854402471e-08,5,8,7,0.26854141595154,0.0257003560006042,0.974299495365021,1.4863437469716e-07,0.0320813423791615,7372,"(11) Mainland Fjords",23.46667,0,0,0,0,0,0,0,5,0
"76",27586,0.188830400912492,0.350849513288223,3.92762179623842e-08,8,9,6,0.539679953476933,0.3498933019393,0.650106625283829,7.27768702716191e-08,0.349378980417319,7530,"(11) Mainland Fjords",37.4,1,0,0,0,0,0,0,9,1
"77",27593,0.0653693170551783,0.0639030731812364,9.46606765257968e-07,6,3,8,0.12927333684318,0.505667438092645,0.494325239386035,7.32252132089919e-06,0.0896086171706029,7534,"(11) Mainland Fjords",61.45071429,0,0,0,0,0,0,0,6,0
"78",27594,0.305748042848283,0.0629828271610055,8.15767241018997e-09,9,3,4,0.368730878166961,0.829190233180961,0.17080974469539,2.21236486912718e-08,0.168572051650439,7534,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,7,0
"79",27778,0.344054253805843,0.157299309368005,8.53713864207786e-09,9,6,5,0.501353571710987,0.686250728466294,0.313749254505526,1.7028179559872e-08,0.311876035854021,7528,"(11) Mainland Fjords",28,0,0,1,0,0,0,0,9,1
"80",27786,0.00384628281191886,0.121082216590444,3.98982191800031e-08,5,5,7,0.124928539300582,0.03078786347341,0.969211817158258,3.19368331714875e-07,0.0171745970862551,7530,"(11) Mainland Fjords",20.9,0,0,0,0,0,0,0,4,0
"81",27787,0.00196432923773153,0.227689717098792,3.96534520122033e-08,4,8,7,0.229654085989976,0.00855342603317441,0.991446401300827,1.72665998261116e-07,0.0113095642431464,7530,"(11) Mainland Fjords",25.6375,0,0,0,0,0,0,0,4,0
"82",27980,0.175770904637986,0.190564728701832,8.15767241018997e-09,8,7,4,0.36633564149749,0.479808363498232,0.520191614233466,2.22683012137268e-08,0.253625870681817,7528,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,8,0
"83",27986,0.270669551009416,0.443175552002811,2.92891771787041e-06,8,10,9,0.713848031929945,0.379169709661648,0.620826187339413,4.10299893935667e-06,0.473787531747588,7529,"(11) Mainland Fjords",137.9667,1,0,0,0,0,0,0,10,1
"84",27987,0.0424743413865253,0.299129573511956,8.80848850128396e-07,6,9,8,0.341604795747331,0.124337661283718,0.875659760155146,2.57856113583346e-06,0.128277628871795,7530,"(11) Mainland Fjords",63.4,1,0,0,0,0,0,0,7,0
"85",27991,0.08524603480527,0.0344080088703524,1.37656382309468e-06,7,2,8,0.119655420239445,0.712429362871168,0.287559132728778,1.15044000542558e-05,0.0718040352171758,7533,"(11) Mainland Fjords",70,0,0,0,0,0,0,0,6,0
"86",27992,0.0125443209487102,0.17239263122307,1.26645539275665e-07,5,7,7,0.184937078817319,0.0678302103014261,0.93216910489518,6.84803394135825e-07,0.0458644364703515,7534,"(11) Mainland Fjords",41.66667,0,0,0,0,0,0,0,5,0
"87",28184,0.387621860926914,0.20819169967536,5.15608247039255e-06,10,7,9,0.595818716684744,0.650570131606003,0.349421214616722,8.65377727487655e-06,0.385609957010048,7529,"(11) Mainland Fjords",125.0695,0,0,1,0,0,0,0,10,1
"88",28186,0.302399545752168,0.419761981746448,3.99234373032766e-07,9,9,7,0.722161926732989,0.418742022471612,0.581257424696179,5.52832208752509e-07,0.490991342288418,7529,"(11) Mainland Fjords",55.25,1,0,1,0,1,0,0,10,1
"89",28187,0.223497992298115,0.592454796512621,6.75957566667909e-07,8,10,8,0.815953464768303,0.273910219085324,0.726088952488061,8.28426614819086e-07,0.479063843908337,7530,"(11) Mainland Fjords",66,1,0,0,0,0,0,0,10,1
"90",28190,0.123200442601626,0.0429858996610204,2.61821975986456e-07,7,2,7,0.166186604084622,0.741337987380091,0.258660437150108,1.57546980052096e-06,0.0950044380155048,7534,"(11) Mainland Fjords",49,0,0,0,0,0,0,0,6,0
"91",28377,0.24126168009208,0.16163261969851,5.14074397556253e-09,8,6,1,0.402894304931334,0.598821271830086,0.401178715410379,1.2759534976397e-08,0.271344052390571,7686,"(11) Mainland Fjords",33,0,0,0,0,0,0,0,9,1
"92",28381,0.49357514548744,0.0655737315227637,3.41676478794127e-06,10,3,9,0.559152293774992,0.882720416212867,0.117273473171428,6.11061570520215e-06,0.202153602418004,7687,"(11) Mainland Fjords",154.5222222,0,0,1,0,0,0,0,8,0
"93",28382,0.0186132901132833,0.0824213459185514,9.01393614189501e-07,6,4,8,0.101035537425449,0.184225180442253,0.815765898007596,8.92155015114966e-06,0.0482799381235694,7687,"(11) Mainland Fjords",72.2860241,0,0,0,0,0,0,0,5,0
"94",28383,0.0129447018641718,0.0922307752194118,3.99054834495706e-08,5,4,7,0.105175516989067,0.12307714033407,0.876922480247938,3.7941799186705e-07,0.0392322990508304,7687,"(11) Mainland Fjords",63.5,0,0,0,0,0,0,0,5,0
"95",28384,0.574891940218749,0.206180393385429,0.032615460382314,10,7,10,0.813687793986492,0.706526439830426,0.253390053174193,0.0400835069953814,0.587681137283228,7688,"(11) Mainland Fjords",167.3277,0,1,1,0,0,1,0,10,1
"96",28577,0.230953211638064,0.0793383420405823,8.59132371982856e-09,8,4,5,0.31029156226997,0.744310318812738,0.255689653499355,2.76879063580648e-08,0.176400900331632,7687,"(11) Mainland Fjords",27,0,0,0,0,0,0,0,7,0
"97",28578,0.374189298032827,0.127339399454549,1.6457464523325e-06,9,5,8,0.501530343233828,0.746095033094276,0.253901685456307,3.28144941684058e-06,0.284179572846372,7687,"(11) Mainland Fjords",100.46,0,0,1,0,0,0,0,9,1
"98",28579,0.368479174142588,0.0855792635808447,3.05509580400191e-07,9,4,7,0.454058743233013,0.811523133590432,0.188476193568036,6.72841531967616e-07,0.219771680816204,7687,"(11) Mainland Fjords",54.62434,0,0,1,0,0,0,0,8,0
"99",28581,0.497535742467804,0.0920104943193878,2.74508224176097e-07,10,4,7,0.589546511295416,0.843929584749071,0.15606994962486,4.65626068370615e-07,0.25533394347196,7688,"(11) Mainland Fjords",50,0,0,1,0,0,0,0,8,0
"100",28778,0.408483875112828,0.0881846131551813,7.57859614381113e-09,10,4,3,0.496668495846605,0.82244772625761,0.177552258483527,1.52588622133016e-08,0.23227287208537,7686,"(11) Mainland Fjords",31,0,0,1,0,0,0,0,8,0
"101",28784,0.340634779213239,0.0332284008509836,6.83576150903392e-09,9,2,1,0.373863186899984,0.911121477452033,0.0888785042638415,1.82841257137805e-08,0.112134926474971,7688,"(11) Mainland Fjords",29,0,0,1,0,0,0,0,6,0
"102",28785,0.295330458014826,0.0954759257259371,7.59662865159365e-09,9,4,3,0.390806391337392,0.755695056583301,0.244304923978356,1.94383429237095e-08,0.217285183810481,7688,"(11) Mainland Fjords",27,0,0,1,0,0,0,0,8,0
"103",28786,1.02592221859469e-06,0.0516360126473979,8.62691286775808e-09,1,3,5,0.0516370471965294,1.9867948968694e-05,0.999979964982747,1.67068284034992e-07,1.22762076704936e-05,7688,"(11) Mainland Fjords",41,0,0,0,0,0,0,0,1,0
"104",28787,0.329943710858139,0.0673793511751509,8.15767241018997e-09,9,3,4,0.397323070190962,0.830416695158327,0.169583284310088,2.05315850556304e-08,0.180871482701969,7689,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,7,0
"105",28790,2.25538587022002e-05,0.0771229205906885,8.53713864207786e-09,2,4,5,0.0771454829865293,0.000292354883644172,0.999707534453511,1.10662845205967e-07,0.000206228809188506,7689,"(11) Mainland Fjords",28,0,0,0,0,0,0,0,2,0
"106",28983,0.493925001421383,0.116979272233119,3.21784470336792e-06,10,5,9,0.610907491499205,0.808510303596474,0.191484429084418,5.26731910828451e-06,0.298389470437619,7686,"(11) Mainland Fjords",154.1586,0,0,1,0,0,0,0,9,1
"107",28984,0.428422088084128,0.187273180109082,2.41835558665887e-06,10,7,9,0.615697686548797,0.695831895171777,0.304164176998641,3.92782958177837e-06,0.378286392831755,7687,"(11) Mainland Fjords",118.7,0,0,1,0,0,0,0,10,1
"108",28985,0.086618456697996,0.252979225791058,1.45945439532075e-06,7,8,8,0.339599141943449,0.25506088208085,0.744934820339401,4.2975797493734e-06,0.1928526592462,7687,"(11) Mainland Fjords",91.38333333,0,0,0,0,0,0,0,8,0
"109",28986,0.106726948682285,0.0863939552186107,6.19972272506979e-06,7,4,9,0.193127103623621,0.552625429987713,0.447342468237815,3.21017744725889e-05,0.13285917605684,7687,"(11) Mainland Fjords",192.8684211,0,0,0,0,0,0,0,7,0
"110",28987,0.774514517999633,0.111120392133934,8.54150587558042e-09,10,5,5,0.885634918675073,0.87453024002071,0.125469750334791,9.64449988981767e-09,0.334489635481767,7687,"(11) Mainland Fjords",36,0,0,1,0,0,0,0,9,1
"111",28989,0.0197144122843141,0.0177003548019874,2.7590277246166e-06,6,1,9,0.0374175261140261,0.526876422140695,0.473049841618266,7.37362410387245e-05,0.0259087163148898,7688,"(11) Mainland Fjords",102.5,0,0,0,0,0,0,0,4,0
